language,pos_file,r,auc,mean_neg,mean_pos,n_neg,n_pos
xhosa,lang\xhosa.txt,2,0.8516935483870969,28.04872664578753,36.843721494995485,124,500
xhosa,lang\xhosa.txt,3,0.889338709677419,34.70181600338573,35.829372457091694,124,500
xhosa,lang\xhosa.txt,4,0.8322741935483866,30.620943399026366,31.251375832049966,124,500
xhosa,lang\xhosa.txt,5,0.7646451612903217,26.103272123958945,26.30894885526308,124,500
