r,auc,mean_neg,mean_pos,n_neg,n_pos
1,0.5435347184253692,0.3159038857512391,1.4227617597206228,124,708
2,0.7396459814106067,28.04872664578753,35.64957031083238,124,708
3,0.8311235647895029,34.70181600338573,35.722843122172044,124,708
4,0.7916097138691457,30.620943399026366,31.238324663081148,124,708
5,0.7282440313468199,26.103272123958945,26.309285953195435,124,708
6,0.6680847913249498,21.201345330485978,21.297862870742602,124,708
7,0.590725806451613,16.182486434633724,16.22403606756009,124,708
8,0.5201612903225806,11.036667016010226,11.059344460824425,124,708
9,0.5120967741935484,5.745488477192412,5.754887502163469,124,708
