time,id,x,y
3,10,134.68383866546247,182.94908180943122
3,11,64.32818662766752,390.2755558773434
3,12,373.4613399480156,361.9559979991257
3,13,115.30474184252681,14.974078917697087
3,14,78.24025193832225,135.22536870115633
3,15,202.9056634320183,392.1454512982974
3,16,185.56195793795288,201.7935746578633
3,17,49.768445090775515,226.43796680898777
3,18,169.53128707255982,122.45493723437741
3,19,25.483619877803765,136.63588336181402
3,20,152.85323253226082,335.68205351275304
3,21,210.25905133742583,23.200375600300084
3,22,0.5710731196244101,263.91969002474093
3,23,33.33113774907992,319.404554039201
3,24,21.781754207028172,380.06641867177683
3,25,155.98521475667764,68.71775048443718
3,26,270.7642547985347,14.945486572085454
3,27,183.7485950156601,221.48839761106865
3,28,174.99076825023917,291.9262638726357
3,29,191.48196795754484,211.49952025477577
3,30,142.39579374550738,95.56089812605993
3,31,330.1563533783526,4.497233329457817
3,32,165.85655358082712,11.24416669562418
3,33,44.80646704841775,208.87235593233603
3,34,233.19637215781918,85.49290716534715
3,35,143.14802252763837,143.89700518233096
3,36,60.478463594054645,310.21639920738437
3,37,234.33702306914572,244.50189774247085
3,38,398.3101475878536,293.8703022573692
3,39,301.9979221153614,354.80227391314605
3,40,182.24579407828892,316.568669753077
3,41,134.81020616033283,266.95749034857386
3,42,110.02283233107661,62.20293740842395
3,43,307.88411908176226,98.42156523868191
3,44,395.906906533931,243.65387569762694
3,45,267.73590164193746,190.46388591908442
3,46,239.10327240525694,376.9199816279926
3,47,228.38400723244786,347.03283741135414
3,48,85.28856044576037,126.90340087755763
3,49,260.52368445738006,107.18240722313351
3,50,164.11457730044083,313.2658706776604
4,1,19.910127677797142,77.92528076796637
4,2,190.05653545142823,262.39807865882557
4,3,313.78151026664966,373.44959388637926
4,4,215.9943495942926,98.3790335903251
4,5,191.5790911796259,13.973257666841032
4,6,372.3987175450742,313.6487605450453
4,7,204.9051324970724,69.10945205553953
4,8,207.40018667787407,374.25650559891164
4,9,91.2982360415076,309.0824637294992
4,10,134.68383866546247,182.94908180943122
4,11,64.32818662766752,390.2755558773434
4,12,373.4613399480156,361.9559979991257
4,13,115.30474184252681,14.974078917697087
4,14,78.24025193832225,135.22536870115633
4,15,202.9056634320183,392.1454512982974
4,16,185.56195793795288,201.7935746578633
4,17,49.768445090775515,226.43796680898777
4,18,169.53128707255982,122.45493723437741
4,19,25.483619877803765,136.63588336181402
4,20,152.85323253226082,335.68205351275304
4,21,210.25905133742583,23.200375600300084
4,22,0.5710731196244101,263.91969002474093
4,23,33.33113774907992,319.404554039201
4,24,21.781754207028172,380.06641867177683
4,25,155.98521475667764,68.71775048443718
4,26,270.7642547985347,14.945486572085454
4,27,183.7485950156601,221.48839761106865
4,28,174.99076825023917,291.9262638726357
4,29,191.48196795754484,211.49952025477577
4,30,142.39579374550738,95.56089812605993
4,31,330.1563533783526,4.497233329457817
4,32,165.85655358082712,11.24416669562418
4,33,44.80646704841775,208.87235593233603
4,34,233.19637215781918,85.49290716534715
4,35,143.14802252763837,143.89700518233096
4,36,60.478463594054645,310.21639920738437
4,37,234.33702306914572,244.50189774247085
4,38,398.3101475878536,293.8703022573692
4,39,301.9979221153614,354.80227391314605
4,40,182.24579407828892,316.568669753077
4,41,134.81020616033283,266.95749034857386
4,42,110.02283233107661,62.20293740842395
4,43,307.88411908176226,98.42156523868191
4,44,395.906906533931,243.65387569762694
4,45,267.73590164193746,190.46388591908442
4,46,239.10327240525694,376.9199816279926
4,47,228.38400723244786,347.03283741135414
4,48,85.28856044576037,126.90340087755763
4,49,260.52368445738006,107.18240722313351
4,50,164.11457730044083,313.2658706776604
5,1,19.910127677797142,77.92528076796637
5,2,190.05653545142823,262.39807865882557
5,3,313.78151026664966,373.44959388637926
5,4,215.9943495942926,98.3790335903251
5,5,191.5790911796259,13.973257666841032
5,6,372.3987175450742,313.6487605450453
5,7,204.9051324970724,69.10945205553953
5,8,207.40018667787407,374.25650559891164
5,9,91.2982360415076,309.0824637294992
5,10,134.68383866546247,182.94908180943122
5,11,64.32818662766752,390.2755558773434
5,12,373.4613399480156,361.9559979991257
5,13,115.30474184252681,14.974078917697087
5,14,78.24025193832225,135.22536870115633
5,15,202.9056634320183,392.1454512982974
5,16,185.56195793795288,201.7935746578633
5,17,49.768445090775515,226.43796680898777
5,18,169.53128707255982,122.45493723437741
5,19,25.483619877803765,136.63588336181402
5,20,152.85323253226082,335.68205351275304
5,21,210.25905133742583,23.200375600300084
5,22,0.5710731196244101,263.91969002474093
5,23,33.33113774907992,319.404554039201
5,24,21.781754207028172,380.06641867177683
5,25,155.98521475667764,68.71775048443718
5,26,270.7642547985347,14.945486572085454
5,27,183.7485950156601,221.48839761106865
5,28,174.99076825023917,291.9262638726357
5,29,191.48196795754484,211.49952025477577
5,30,142.39579374550738,95.56089812605993
5,31,330.1563533783526,4.497233329457817
5,32,165.85655358082712,11.24416669562418
5,33,44.80646704841775,208.87235593233603
5,34,233.19637215781918,85.49290716534715
5,35,143.14802252763837,143.89700518233096
5,36,60.478463594054645,310.21639920738437
5,37,234.33702306914572,244.50189774247085
5,38,398.3101475878536,293.8703022573692
5,39,301.9979221153614,354.80227391314605
5,40,182.24579407828892,316.568669753077
5,41,134.81020616033283,266.95749034857386
5,42,110.02283233107661,62.20293740842395
5,43,307.88411908176226,98.42156523868191
5,44,395.906906533931,243.65387569762694
5,45,267.73590164193746,190.46388591908442
5,46,239.10327240525694,376.9199816279926
5,47,228.38400723244786,347.03283741135414
5,48,85.28856044576037,126.90340087755763
5,49,260.52368445738006,107.18240722313351
5,50,164.11457730044083,313.2658706776604
6,1,19.910127677797142,77.92528076796637
6,2,190.05653545142823,262.39807865882557
6,3,313.78151026664966,373.44959388637926
6,4,215.9943495942926,98.3790335903251
6,5,191.5790911796259,13.973257666841032
6,6,372.3987175450742,313.6487605450453
6,7,204.9051324970724,69.10945205553953
6,8,207.40018667787407,374.25650559891164
6,9,91.2982360415076,309.0824637294992
6,10,134.68383866546247,182.94908180943122
6,11,64.32818662766752,390.2755558773434
6,12,373.4613399480156,361.9559979991257
6,13,115.30474184252681,14.974078917697087
6,14,78.24025193832225,135.22536870115633
6,15,202.9056634320183,392.1454512982974
6,16,185.56195793795288,201.7935746578633
6,17,49.768445090775515,226.43796680898777
6,18,169.53128707255982,122.45493723437741
6,19,25.483619877803765,136.63588336181402
6,20,152.85323253226082,335.68205351275304
6,21,210.25905133742583,23.200375600300084
6,22,0.5710731196244101,263.91969002474093
6,23,33.33113774907992,319.404554039201
6,24,21.781754207028172,380.06641867177683
6,25,155.98521475667764,68.71775048443718
6,26,270.7642547985347,14.945486572085454
6,27,183.7485950156601,221.48839761106865
6,28,174.99076825023917,291.9262638726357
6,29,191.48196795754484,211.49952025477577
6,30,142.39579374550738,95.56089812605993
6,31,330.1563533783526,4.497233329457817
6,32,165.85655358082712,11.24416669562418
6,33,44.80646704841775,208.87235593233603
6,34,233.19637215781918,85.49290716534715
6,35,143.14802252763837,143.89700518233096
6,36,60.478463594054645,310.21639920738437
6,37,234.33702306914572,244.50189774247085
6,38,398.3101475878536,293.8703022573692
6,39,301.9979221153614,354.80227391314605
6,40,182.24579407828892,316.568669753077
6,41,134.81020616033283,266.95749034857386
6,42,110.02283233107661,62.20293740842395
6,43,307.88411908176226,98.42156523868191
6,44,395.906906533931,243.65387569762694
6,45,267.73590164193746,190.46388591908442
6,46,239.10327240525694,376.9199816279926
6,47,228.38400723244786,347.03283741135414
6,48,85.28856044576037,126.90340087755763
6,49,260.52368445738006,107.18240722313351
6,50,164.11457730044083,313.2658706776604
7,1,19.910127677797142,77.92528076796637
7,2,190.05653545142823,262.39807865882557
7,3,313.78151026664966,373.44959388637926
7,4,215.9943495942926,98.3790335903251
7,5,191.5790911796259,13.973257666841032
7,6,372.3987175450742,313.6487605450453
7,7,204.9051324970724,69.10945205553953
7,8,207.40018667787407,374.25650559891164
7,9,91.2982360415076,309.0824637294992
7,10,134.68383866546247,182.94908180943122
7,11,64.32818662766752,390.2755558773434
7,12,373.4613399480156,361.9559979991257
7,13,115.30474184252681,14.974078917697087
7,14,78.24025193832225,135.22536870115633
7,15,202.9056634320183,392.1454512982974
7,16,185.56195793795288,201.7935746578633
7,17,49.768445090775515,226.43796680898777
7,18,169.53128707255982,122.45493723437741
7,19,25.483619877803765,136.63588336181402
7,20,152.85323253226082,335.68205351275304
7,21,210.25905133742583,23.200375600300084
7,22,0.5710731196244101,263.91969002474093
7,23,33.33113774907992,319.404554039201
7,24,21.781754207028172,380.06641867177683
7,25,155.98521475667764,68.71775048443718
7,26,270.7642547985347,14.945486572085454
7,27,183.7485950156601,221.48839761106865
7,28,174.99076825023917,291.9262638726357
7,29,191.48196795754484,211.49952025477577
7,30,142.39579374550738,95.56089812605993
7,31,330.1563533783526,4.497233329457817
7,32,165.85655358082712,11.24416669562418
7,33,44.80646704841775,208.87235593233603
7,34,233.19637215781918,85.49290716534715
7,35,143.14802252763837,143.89700518233096
7,36,60.478463594054645,310.21639920738437
7,37,234.33702306914572,244.50189774247085
7,38,398.3101475878536,293.8703022573692
7,39,301.9979221153614,354.80227391314605
7,40,182.24579407828892,316.568669753077
7,41,134.81020616033283,266.95749034857386
7,42,110.02283233107661,62.20293740842395
7,43,307.88411908176226,98.42156523868191
7,44,395.906906533931,243.65387569762694
7,45,267.73590164193746,190.46388591908442
7,46,239.10327240525694,376.9199816279926
7,47,228.38400723244786,347.03283741135414
7,48,85.28856044576037,126.90340087755763
7,49,260.52368445738006,107.18240722313351
7,50,164.11457730044083,313.2658706776604
8,1,19.910127677797142,77.92528076796637
8,2,190.05653545142823,262.39807865882557
8,3,313.78151026664966,373.44959388637926
8,4,215.9943495942926,98.3790335903251
8,5,191.5790911796259,13.973257666841032
8,6,372.3987175450742,313.6487605450453
8,7,204.9051324970724,69.10945205553953
8,8,207.40018667787407,374.25650559891164
8,9,91.2982360415076,309.0824637294992
8,10,134.68383866546247,182.94908180943122
8,11,64.32818662766752,390.2755558773434
8,12,373.4613399480156,361.9559979991257
8,13,115.30474184252681,14.974078917697087
8,14,78.24025193832225,135.22536870115633
8,15,202.9056634320183,392.1454512982974
8,16,185.56195793795288,201.7935746578633
8,17,49.768445090775515,226.43796680898777
8,18,169.53128707255982,122.45493723437741
8,19,25.483619877803765,136.63588336181402
8,20,152.85323253226082,335.68205351275304
8,21,210.25905133742583,23.200375600300084
8,22,0.5710731196244101,263.91969002474093
8,23,33.33113774907992,319.404554039201
8,24,21.781754207028172,380.06641867177683
8,25,155.98521475667764,68.71775048443718
8,26,270.7642547985347,14.945486572085454
8,27,183.7485950156601,221.48839761106865
8,28,174.99076825023917,291.9262638726357
8,29,191.48196795754484,211.49952025477577
8,30,142.39579374550738,95.56089812605993
8,31,330.1563533783526,4.497233329457817
8,32,165.85655358082712,11.24416669562418
8,33,44.80646704841775,208.87235593233603
8,34,233.19637215781918,85.49290716534715
8,35,143.14802252763837,143.89700518233096
8,36,60.478463594054645,310.21639920738437
8,37,234.33702306914572,244.50189774247085
8,38,398.3101475878536,293.8703022573692
8,39,301.9979221153614,354.80227391314605
8,40,182.24579407828892,316.568669753077
8,41,134.81020616033283,266.95749034857386
8,42,110.02283233107661,62.20293740842395
8,43,307.88411908176226,98.42156523868191
8,44,395.906906533931,243.65387569762694
8,45,267.73590164193746,190.46388591908442
8,46,239.10327240525694,376.9199816279926
8,47,228.38400723244786,347.03283741135414
8,48,85.28856044576037,126.90340087755763
8,49,260.52368445738006,107.18240722313351
8,50,164.11457730044083,313.2658706776604
9,1,19.910127677797142,77.92528076796637
9,2,190.05653545142823,262.39807865882557
9,3,313.78151026664966,373.44959388637926
9,4,215.9943495942926,98.3790335903251
9,5,191.5790911796259,13.973257666841032
9,6,372.3987175450742,313.6487605450453
9,7,204.9051324970724,69.10945205553953
9,8,207.40018667787407,374.25650559891164
9,9,91.2982360415076,309.0824637294992
9,10,134.68383866546247,182.94908180943122
9,11,64.32818662766752,390.2755558773434
9,12,373.4613399480156,361.9559979991257
9,13,115.30474184252681,14.974078917697087
9,14,78.24025193832225,135.22536870115633
9,15,202.9056634320183,392.1454512982974
9,16,185.56195793795288,201.7935746578633
9,17,49.768445090775515,226.43796680898777
9,18,169.53128707255982,122.45493723437741
9,19,25.483619877803765,136.63588336181402
9,20,152.85323253226082,335.68205351275304
9,21,210.25905133742583,23.200375600300084
9,22,0.5710731196244101,263.91969002474093
9,23,33.33113774907992,319.404554039201
9,24,21.781754207028172,380.06641867177683
9,25,155.98521475667764,68.71775048443718
9,26,270.7642547985347,14.945486572085454
9,27,183.7485950156601,221.48839761106865
9,28,174.99076825023917,291.9262638726357
9,29,191.48196795754484,211.49952025477577
9,30,142.39579374550738,95.56089812605993
9,31,330.1563533783526,4.497233329457817
9,32,165.85655358082712,11.24416669562418
9,33,44.80646704841775,208.87235593233603
9,34,233.19637215781918,85.49290716534715
9,35,143.14802252763837,143.89700518233096
9,36,60.478463594054645,310.21639920738437
9,37,234.33702306914572,244.50189774247085
9,38,398.3101475878536,293.8703022573692
9,39,301.9979221153614,354.80227391314605
9,40,182.24579407828892,316.568669753077
9,41,134.81020616033283,266.95749034857386
9,42,110.02283233107661,62.20293740842395
9,43,307.88411908176226,98.42156523868191
9,44,395.906906533931,243.65387569762694
9,45,267.73590164193746,190.46388591908442
9,46,239.10327240525694,376.9199816279926
9,47,228.38400723244786,347.03283741135414
9,48,85.28856044576037,126.90340087755763
9,49,260.52368445738006,107.18240722313351
9,50,164.11457730044083,313.2658706776604
10,1,19.910127677797142,77.92528076796637
10,2,190.05653545142823,262.39807865882557
10,3,313.78151026664966,373.44959388637926
10,4,215.9943495942926,98.3790335903251
10,5,191.5790911796259,13.973257666841032
10,6,372.3987175450742,313.6487605450453
10,7,204.9051324970724,69.10945205553953
10,8,207.40018667787407,374.25650559891164
10,9,91.2982360415076,309.0824637294992
10,10,134.68383866546247,182.94908180943122
10,11,64.32818662766752,390.2755558773434
10,12,373.4613399480156,361.9559979991257
10,13,115.30474184252681,14.974078917697087
10,14,78.24025193832225,135.22536870115633
10,15,202.9056634320183,392.1454512982974
10,16,185.56195793795288,201.7935746578633
10,17,49.768445090775515,226.43796680898777
10,18,169.53128707255982,122.45493723437741
10,19,25.483619877803765,136.63588336181402
10,20,152.85323253226082,335.68205351275304
10,21,210.25905133742583,23.200375600300084
10,22,0.5710731196244101,263.91969002474093
10,23,33.33113774907992,319.404554039201
10,24,21.781754207028172,380.06641867177683
10,25,155.98521475667764,68.71775048443718
10,26,270.7642547985347,14.945486572085454
10,27,183.7485950156601,221.48839761106865
10,28,174.99076825023917,291.9262638726357
10,29,191.48196795754484,211.49952025477577
10,30,142.39579374550738,95.56089812605993
10,31,330.1563533783526,4.497233329457817
10,32,165.85655358082712,11.24416669562418
10,33,44.80646704841775,208.87235593233603
10,34,233.19637215781918,85.49290716534715
10,35,143.14802252763837,143.89700518233096
10,36,60.478463594054645,310.21639920738437
10,37,234.33702306914572,244.50189774247085
10,38,398.3101475878536,293.8703022573692
10,39,301.9979221153614,354.80227391314605
10,40,182.24579407828892,316.568669753077
10,41,134.81020616033283,266.95749034857386
10,42,110.02283233107661,62.20293740842395
10,43,307.88411908176226,98.42156523868191
10,44,395.906906533931,243.65387569762694
10,45,267.73590164193746,190.46388591908442
10,46,239.10327240525694,376.9199816279926
10,47,228.38400723244786,347.03283741135414
10,48,85.28856044576037,126.90340087755763
10,49,260.52368445738006,107.18240722313351
10,50,164.11457730044083,313.2658706776604
11,1,19.910127677797142,77.92528076796637
11,2,190.05653545142823,262.39807865882557
11,3,313.78151026664966,373.44959388637926
11,4,215.9943495942926,98.3790335903251
11,5,191.5790911796259,13.973257666841032
11,6,372.3987175450742,313.6487605450453
11,7,204.9051324970724,69.10945205553953
11,8,207.40018667787407,374.25650559891164
11,9,91.2982360415076,309.0824637294992
11,10,134.68383866546247,182.94908180943122
11,11,64.32818662766752,390.2755558773434
11,12,373.4613399480156,361.9559979991257
11,13,115.30474184252681,14.974078917697087
11,14,78.24025193832225,135.22536870115633
11,15,202.9056634320183,392.1454512982974
11,16,185.56195793795288,201.7935746578633
11,17,49.768445090775515,226.43796680898777
11,18,169.53128707255982,122.45493723437741
11,19,25.483619877803765,136.63588336181402
11,20,152.85323253226082,335.68205351275304
11,21,210.25905133742583,23.200375600300084
11,22,0.5710731196244101,263.91969002474093
11,23,33.33113774907992,319.404554039201
11,24,21.781754207028172,380.06641867177683
11,25,155.98521475667764,68.71775048443718
11,26,270.7642547985347,14.945486572085454
11,27,183.7485950156601,221.48839761106865
11,28,174.99076825023917,291.9262638726357
11,29,191.48196795754484,211.49952025477577
11,30,142.39579374550738,95.56089812605993
11,31,330.1563533783526,4.497233329457817
11,32,165.85655358082712,11.24416669562418
11,33,44.80646704841775,208.87235593233603
11,34,233.19637215781918,85.49290716534715
11,35,143.14802252763837,143.89700518233096
11,36,60.478463594054645,310.21639920738437
11,37,234.33702306914572,244.50189774247085
11,38,398.3101475878536,293.8703022573692
11,39,301.9979221153614,354.80227391314605
11,40,182.24579407828892,316.568669753077
11,41,134.81020616033283,266.95749034857386
11,42,110.02283233107661,62.20293740842395
11,43,307.88411908176226,98.42156523868191
11,44,395.906906533931,243.65387569762694
11,45,267.73590164193746,190.46388591908442
11,46,239.10327240525694,376.9199816279926
11,47,228.38400723244786,347.03283741135414
11,48,85.28856044576037,126.90340087755763
11,49,260.52368445738006,107.18240722313351
11,50,164.11457730044083,313.2658706776604
12,1,19.910127677797142,77.92528076796637
12,2,190.05653545142823,262.39807865882557
12,3,313.78151026664966,373.44959388637926
12,4,215.9943495942926,98.3790335903251
12,5,191.5790911796259,13.973257666841032
12,6,372.3987175450742,313.6487605450453
12,7,204.9051324970724,69.10945205553953
12,8,207.40018667787407,374.25650559891164
12,9,91.2982360415076,309.0824637294992
12,10,134.68383866546247,182.94908180943122
12,11,64.32818662766752,390.2755558773434
12,12,373.4613399480156,361.9559979991257
12,13,115.30474184252681,14.974078917697087
12,14,78.24025193832225,135.22536870115633
12,15,202.9056634320183,392.1454512982974
12,16,185.56195793795288,201.7935746578633
12,17,49.768445090775515,226.43796680898777
12,18,169.53128707255982,122.45493723437741
12,19,25.483619877803765,136.63588336181402
12,20,152.85323253226082,335.68205351275304
12,21,210.25905133742583,23.200375600300084
12,22,0.5710731196244101,263.91969002474093
12,23,33.33113774907992,319.404554039201
12,24,21.781754207028172,380.06641867177683
12,25,155.98521475667764,68.71775048443718
12,26,270.7642547985347,14.945486572085454
12,27,183.7485950156601,221.48839761106865
12,28,174.99076825023917,291.9262638726357
12,29,191.48196795754484,211.49952025477577
12,30,142.39579374550738,95.56089812605993
12,31,330.1563533783526,4.497233329457817
12,32,165.85655358082712,11.24416669562418
12,33,44.80646704841775,208.87235593233603
12,34,233.19637215781918,85.49290716534715
12,35,143.14802252763837,143.89700518233096
12,36,60.478463594054645,310.21639920738437
12,37,234.33702306914572,244.50189774247085
12,38,398.3101475878536,293.8703022573692
12,39,301.9979221153614,354.80227391314605
12,40,182.24579407828892,316.568669753077
12,41,134.81020616033283,266.95749034857386
12,42,110.02283233107661,62.20293740842395
12,43,307.88411908176226,98.42156523868191
12,44,395.906906533931,243.65387569762694
12,45,267.73590164193746,190.46388591908442
12,46,239.10327240525694,376.9199816279926
12,47,228.38400723244786,347.03283741135414
12,48,85.28856044576037,126.90340087755763
12,49,260.52368445738006,107.18240722313351
12,50,164.11457730044083,313.2658706776604
13,1,19.910127677797142,77.92528076796637
13,2,190.05653545142823,262.39807865882557
13,3,313.78151026664966,373.44959388637926
13,4,215.9943495942926,98.3790335903251
13,5,191.5790911796259,13.973257666841032
13,6,372.3987175450742,313.6487605450453
13,7,204.9051324970724,69.10945205553953
13,8,207.40018667787407,374.25650559891164
13,9,91.2982360415076,309.0824637294992
13,10,134.68383866546247,182.94908180943122
13,11,64.32818662766752,390.2755558773434
13,12,373.4613399480156,361.9559979991257
13,13,115.30474184252681,14.974078917697087
13,14,78.24025193832225,135.22536870115633
13,15,202.9056634320183,392.1454512982974
13,16,185.56195793795288,201.7935746578633
13,17,49.768445090775515,226.43796680898777
13,18,169.53128707255982,122.45493723437741
13,19,25.483619877803765,136.63588336181402
13,20,152.85323253226082,335.68205351275304
13,21,210.25905133742583,23.200375600300084
13,22,0.5710731196244101,263.91969002474093
13,23,33.33113774907992,319.404554039201
13,24,21.781754207028172,380.06641867177683
13,25,155.98521475667764,68.71775048443718
13,26,270.7642547985347,14.945486572085454
13,27,183.7485950156601,221.48839761106865
13,28,174.99076825023917,291.9262638726357
13,29,191.48196795754484,211.49952025477577
13,30,142.39579374550738,95.56089812605993
13,31,330.1563533783526,4.497233329457817
13,32,165.85655358082712,11.24416669562418
13,33,44.80646704841775,208.87235593233603
13,34,233.19637215781918,85.49290716534715
13,35,143.14802252763837,143.89700518233096
13,36,60.478463594054645,310.21639920738437
13,37,234.33702306914572,244.50189774247085
13,38,398.3101475878536,293.8703022573692
13,39,301.9979221153614,354.80227391314605
13,40,182.24579407828892,316.568669753077
13,41,134.81020616033283,266.95749034857386
13,42,110.02283233107661,62.20293740842395
13,43,307.88411908176226,98.42156523868191
13,44,395.906906533931,243.65387569762694
13,45,267.73590164193746,190.46388591908442
13,46,239.10327240525694,376.9199816279926
13,47,228.38400723244786,347.03283741135414
13,48,85.28856044576037,126.90340087755763
13,49,260.52368445738006,107.18240722313351
13,50,164.11457730044083,313.2658706776604
14,1,19.910127677797142,77.92528076796637
14,2,190.05653545142823,262.39807865882557
14,3,313.78151026664966,373.44959388637926
14,4,215.9943495942926,98.3790335903251
14,5,191.5790911796259,13.973257666841032
14,6,372.3987175450742,313.6487605450453
14,7,204.9051324970724,69.10945205553953
14,8,207.40018667787407,374.25650559891164
14,9,91.2982360415076,309.0824637294992
14,10,134.68383866546247,182.94908180943122
14,11,64.32818662766752,390.2755558773434
14,12,373.4613399480156,361.9559979991257
14,13,115.30474184252681,14.974078917697087
14,14,78.24025193832225,135.22536870115633
14,15,202.9056634320183,392.1454512982974
14,16,185.56195793795288,201.7935746578633
14,17,49.768445090775515,226.43796680898777
14,18,169.53128707255982,122.45493723437741
14,19,25.483619877803765,136.63588336181402
14,20,152.85323253226082,335.68205351275304
14,21,210.25905133742583,23.200375600300084
14,22,0.5710731196244101,263.91969002474093
14,23,33.33113774907992,319.404554039201
14,24,21.781754207028172,380.06641867177683
14,25,155.98521475667764,68.71775048443718
14,26,270.7642547985347,14.945486572085454
14,27,183.7485950156601,221.48839761106865
14,28,174.99076825023917,291.9262638726357
14,29,191.48196795754484,211.49952025477577
14,30,142.39579374550738,95.56089812605993
14,31,330.1563533783526,4.497233329457817
14,32,165.85655358082712,11.24416669562418
14,33,44.80646704841775,208.87235593233603
14,34,233.19637215781918,85.49290716534715
14,35,143.14802252763837,143.89700518233096
14,36,60.478463594054645,310.21639920738437
14,37,234.33702306914572,244.50189774247085
14,38,398.3101475878536,293.8703022573692
14,39,301.9979221153614,354.80227391314605
14,40,182.24579407828892,316.568669753077
14,41,134.81020616033283,266.95749034857386
14,42,110.02283233107661,62.20293740842395
14,43,307.88411908176226,98.42156523868191
14,44,395.906906533931,243.65387569762694
14,45,267.73590164193746,190.46388591908442
14,46,239.10327240525694,376.9199816279926
14,47,228.38400723244786,347.03283741135414
14,48,85.28856044576037,126.90340087755763
14,49,260.52368445738006,107.18240722313351
14,50,164.11457730044083,313.2658706776604
