0	1	2	5.02	5.0680000000000005
0	2	2	5.0360000000000005	25.032000000000004
0	3	2	4.916000000000001	45.01600000000005
0	4	2	5.052419354838706	65.04838709677416
0	5	2	5.052208835341362	85.00000000000001
0	6	2	5.011999999999999	104.95200000000004
0	7	2	5.06374501992032	125.02788844621517
0	8	2	4.947791164658636	145.0321285140562
0	9	2	5.016129032258065	164.9677419354838
0	10	2	4.979919678714859	185.03212851405624
0	11	2	24.95199999999999	4.968000000000002
0	12	2	24.995983935742974	25.016064257028102
0	13	2	24.963709677419356	45.03225806451614
0	14	2	24.983870967741936	65.05241935483865
0	15	2	25.03225806451611	84.96370967741932
0	16	2	25.016064257028123	104.9839357429719
0	17	2	25	124.97590361445785
0	18	2	24.92000000000001	144.96800000000005
0	19	2	24.98	164.9839999999999
0	20	2	25.036	184.99999999999991
0	21	2	44.999999999999986	5.000000000000001
0	22	2	44.99600000000002	25.05199999999999
0	23	2	44.97999999999998	45.06800000000001
0	24	2	44.988	64.89599999999994
0	25	2	44.86799999999998	84.93200000000004
0	26	2	44.96800000000001	105.01599999999995
0	27	2	45.087999999999994	124.93199999999996
0	28	2	44.984	145.03199999999998
0	29	2	45.08433734939761	164.91566265060237
0	30	2	45.03200000000002	185.01599999999996
0	31	2	64.94758064516132	5.048387096774194
0	32	2	65.01204819277108	24.987951807228914
0	33	2	64.98400000000002	44.96799999999999
0	34	2	64.96787148594375	65.02008032128508
0	35	2	64.95199999999998	85.00400000000002
0	36	2	65.01600000000002	105.03199999999994
0	37	2	65	124.99999999999991
0	38	2	64.96787148594379	145.05220883534147
0	39	2	64.99600000000002	165.05200000000008
0	40	2	64.95967741935485	184.98790322580646
0	41	2	84.99199999999999	5.120000000000004
0	42	2	85.05599999999998	24.96400000000001
0	43	2	85.08433734939759	45.03212851405624
0	44	2	84.90000000000005	64.99999999999996
0	45	2	84.944	85.03600000000004
0	46	2	84.96774193548384	105.01612903225806
0	47	2	85.03599999999999	124.96799999999996
0	48	2	85.02799999999998	144.89199999999985
0	49	2	85.04400000000005	165.10799999999995
0	50	2	84.96787148594373	185.05220883534147
0	51	2	104.98393574297178	5.004016064257029
0	52	2	104.99599999999994	24.960000000000004
0	53	2	104.89599999999999	44.988000000000014
0	54	2	105.02	64.99199999999996
0	55	2	105.07600000000004	84.86799999999998
0	56	2	105.06854838709674	104.9798387096774
0	57	2	105.05600000000001	124.97600000000001
0	58	2	105.08799999999998	144.94400000000013
0	59	2	104.96787148594376	165
0	60	2	104.96800000000002	185.0160000000002
0	61	2	124.98399999999994	5.032
0	62	2	125.00399999999996	24.947999999999997
0	63	2	125.03212851405621	44.947791164658646
0	64	2	125.00399999999996	65.05200000000004
0	65	2	125.04417670682732	85.02409638554222
0	66	2	125.05200000000002	105.02800000000003
0	67	2	125.03225806451616	124.98790322580648
0	68	2	124.94779116465867	145.0321285140562
0	69	2	124.98	165.06799999999996
0	70	2	125.0199999999999	184.93200000000004
0	71	2	144.93200000000007	5.020000000000001
0	72	2	145.06799999999996	25
0	73	2	144.97999999999993	44.93199999999999
0	74	2	144.9036144578314	65.07228915662645
0	75	2	145.01606425702812	84.93172690763048
0	76	2	144.89999999999992	104.89599999999996
0	77	2	144.99598393574294	125.03614457831324
0	78	2	145.01999999999998	144.95199999999997
0	79	2	145.07228915662648	165.05622489959845
0	80	2	145.03225806451616	185.0161290322581
0	81	2	165.06799999999998	5.0200000000000005
0	82	2	164.98799999999994	25.02
0	83	2	164.9840637450199	44.93227091633465
0	84	2	164.97999999999993	65.00399999999998
0	85	2	165.004	85.05200000000004
0	86	2	164.99999999999991	104.96787148594375
0	87	2	164.94799999999998	124.99599999999995
0	88	2	164.952	145.01999999999998
0	89	2	164.95180722891564	165.01606425702806
0	90	2	165.01606425702812	184.93172690763052
0	91	2	185.03599999999994	5.000000000000002
0	92	2	185.00401606425697	24.983935742971884
0	93	2	184.99999999999994	45.00000000000002
0	94	2	184.99999999999994	65.03187250996022
0	95	2	185.01600000000002	84.968
0	96	2	185.05199999999994	104.95199999999994
0	97	2	184.97590361445776	124.86345381526102
0	98	2	184.9317269076305	145.07630522088348
0	99	2	184.94779116465858	165.12048192771084
0	100	2	185.10400000000004	185.01200000000003
0	101	1	15.5	93
0	102	1	94.5	9
0	103	1	170	74
0	104	1	113	120
0	105	1	42	114.33333333333333
0	106	1	114	50.333333333333336
0	107	1	11.5	194.5
0	108	1	96.5	17.833333333333336
0	109	1	173	98
0	110	1	90	157
0	111	1	57	77
0	112	1	193	30
0	113	1	119	173
0	114	1	117.5	118
0	115	1	115.75	127.75
0	116	1	172.66666666666666	119
0	117	1	78.75	113.25
0	118	1	33.166666666666664	37.166666666666664
0	119	1	77.5	156.5
0	120	1	96.5	167.5
1	1	2	4.980000000000003	5.104000000000003
1	2	2	4.988000000000005	24.924000000000003
1	3	2	4.915662650602407	45.052208835341375
1	4	2	5.103999999999996	65.01200000000003
1	5	2	5	84.99596774193553
1	6	2	5.0441767068273125	105.02409638554222
1	7	2	5.152610441767071	124.95582329317273
1	8	2	4.943999999999998	145.01599999999993
1	9	2	5.016129032258065	164.9677419354838
1	10	2	4.979919678714859	185.03212851405624
1	11	2	24.915999999999986	5.000000000000001
1	12	2	25	24.999999999999996
1	13	2	24.891999999999985	45.04399999999999
1	14	2	25.012000000000004	65.10400000000001
1	15	2	25.036144578313255	84.92771084337343
1	16	2	25.028000000000006	104.944
1	17	2	24.98	125.00399999999998
1	18	2	24.91935483870968	144.967741935484
1	19	2	24.98	164.9839999999999
1	20	2	25	184.99999999999991
1	21	2	44.99999999999998	4.964000000000003
1	22	2	44.96400000000001	24.999999999999993
1	23	2	45.00000000000004	45.036
1	24	2	44.988	64.89599999999994
1	25	2	44.86746987951809	84.96787148594377
1	26	2	44.97154471544717	104.95121951219507
1	27	2	45.136546184738975	124.93172690763052
1	28	2	44.984	145.03199999999998
1	29	2	45.15600000000002	164.9399999999999
1	30	2	45.03200000000002	185.01599999999996
1	31	2	64.9799196787149	5.032128514056225
1	32	2	65.03599999999999	25.060000000000006
1	33	2	64.98400000000002	44.96799999999999
1	34	2	65.00399999999998	65.02399999999994
1	35	2	64.95121951219512	85.00406504065039
1	36	2	65.02000000000001	104.95999999999998
1	37	2	65.06800000000005	124.99999999999996
1	38	2	64.97200000000002	145.08800000000002
1	39	2	64.96000000000001	165.01199999999997
1	40	2	64.89600000000006	184.98799999999994
1	41	2	84.93172690763049	5.140562248995983
1	42	2	85.05599999999998	24.96400000000001
1	43	2	85.04800000000002	45.087999999999994
1	44	2	84.89959839357431	64.96385542168674
1	45	2	84.944	85.03600000000004
1	46	2	84.96774193548384	105.01612903225806
1	47	2	84.99999999999999	124.93145161290326
1	48	2	85.02799999999998	144.89199999999985
1	49	2	85.01209677419355	165.16935483870975
1	50	2	84.99999999999996	185.03600000000006
1	51	2	104.99999999999996	5.036000000000003
1	52	2	105.03199999999998	24.927999999999987
1	53	2	104.86746987951804	44.967871485943796
1	54	2	105.02	64.99199999999996
1	55	2	105.11244979919678	84.86746987951813
1	56	2	105.13999999999996	104.97999999999998
1	57	2	105.05600000000001	124.97600000000001
1	58	2	105.08799999999998	144.94400000000013
1	59	2	105.0647773279352	165.0080971659919
1	60	2	104.96800000000002	185.0160000000002
1	61	2	124.99999999999997	5.000000000000002
1	62	2	124.972	24.91199999999999
1	63	2	124.97991967871488	44.97991967871486
1	64	2	125.00399999999996	65.05200000000004
1	65	2	125.04800000000002	85.05999999999997
1	66	2	125.05200000000002	105.02800000000003
1	67	2	125.12653061224486	124.95510204081637
1	68	2	124.91199999999995	145.03600000000006
1	69	2	124.97991967871494	165.03212851405618
1	70	2	124.988	184.89600000000004
1	71	2	144.93172690763052	4.983935742971884
1	72	2	145.06827309236945	24.963855421686755
1	73	2	144.94399999999996	44.97200000000004
1	74	2	144.94000000000003	65.14399999999996
1	75	2	145.01612903225814	84.96774193548386
1	76	2	144.89959839357414	104.93172690763058
1	77	2	145.02811244979912	125.0722891566265
1	78	2	144.96774193548382	144.98387096774184
1	79	2	145.06799999999993	165.0920000000001
1	80	2	144.99999999999994	184.99999999999991
1	81	2	164.99999999999994	5.000000000000002
1	82	2	164.98799999999994	25.02
1	83	2	165.02008032128518	44.96787148594376
1	84	2	165.01606425702812	65.00401606425699
1	85	2	165.03999999999994	85.02
1	86	2	164.92771084337357	104.96385542168674
1	87	2	164.88979591836727	125.07755102040815
1	88	2	164.84400000000005	144.98399999999998
1	89	2	164.94779116465858	165.0883534136546
1	90	2	164.99999999999994	184.99999999999991
1	91	2	185.03599999999994	5.000000000000002
1	92	2	184.9227642276423	24.914634146341463
1	93	2	184.99999999999994	45.00000000000002
1	94	2	184.96799999999993	65.0440000000001
1	95	2	184.94399999999996	84.96400000000003
1	96	2	185.05199999999994	104.95199999999994
1	97	2	184.97590361445776	124.86345381526102
1	98	2	184.93145161290317	145.040322580645
1	99	2	184.97999999999996	165.10399999999998
1	100	2	185.10400000000004	185.01200000000003
1	101	1	16	93.5
1	102	1	94	9
1	103	1	170	74
1	104	1	113	120
1	105	1	42.375	114.5
1	106	1	114	50.5
1	107	1	11.833333333333332	194.33333333333331
1	108	1	95.80000000000001	17.5
1	109	1	173.625	97.75
1	110	1	89.16666666666667	156.66666666666666
1	111	1	56	76.25
1	112	1	192.77777777777777	29.555555555555557
1	113	1	118.5	173
1	114	1	117.6	118.2
1	115	1	115.88888888888889	127.22222222222223
1	116	1	172.625	119.75
1	117	1	78.5	113.33333333333334
1	118	1	33.2	36.86666666666666
1	119	1	78	156.66666666666666
1	120	1	96.5	167.5
2	1	2	4.980000000000003	5.104000000000003
2	2	2	4.988000000000005	24.924000000000003
2	3	2	4.948	45.06800000000002
2	4	2	5.103999999999996	65.01200000000003
2	5	2	5	84.96400000000003
2	6	2	5.0480000000000045	105.06000000000003
2	7	2	5.120481927710848	124.97991967871484
2	8	2	4.943999999999998	145.01599999999993
2	9	2	5.016129032258065	164.9677419354838
2	10	2	4.944	185.03599999999997
2	11	2	24.87600000000001	4.984000000000002
2	12	2	25	24.999999999999996
2	13	2	24.891999999999985	45.04399999999999
2	14	2	25.012000000000004	65.10400000000001
2	15	2	25.036144578313255	84.92771084337343
2	16	2	25.028000000000006	104.944
2	17	2	24.98	125.00399999999998
2	18	2	25.044	144.99999999999986
2	19	2	25.03200000000001	165.016
2	20	2	25	184.99999999999991
2	21	2	45.03629032258068	5.000000000000003
2	22	2	45.00000000000003	24.999999999999996
2	23	2	45.00000000000004	45.036
2	24	2	44.988	64.89599999999994
2	25	2	44.89600000000001	84.98799999999999
2	26	2	45.05809128630707	104.74273858921164
2	27	2	45.17269076305224	125.03614457831328
2	28	2	44.96400000000001	145.00000000000017
2	29	2	45.15600000000002	164.9399999999999
2	30	2	45.03225806451613	185.0161290322581
