0	1	2	20.02	19.996000000000016
0	2	2	20.028000000000006	94.944
0	3	2	19.95199999999999	170.05199999999988
0	4	2	95.03585657370513	19.964143426294818
0	5	2	95.0483870967742	95.0846774193548
0	6	2	95	170.00400000000005
0	7	2	169.98790322580646	19.959677419354826
0	8	2	170.07199999999997	95.03199999999998
0	9	2	169.94399999999996	169.9639999999999
0	10	1	82	125
0	11	1	112.5	165
0	12	1	106	90
0	13	1	40.75	48.75
0	14	1	107.33333333333333	110
0	15	1	64	91
0	16	1	19.5	84.5
0	17	1	172	156
0	18	1	33.5	139.5
0	19	1	167.2	159.8
0	20	1	41.5	113
0	21	1	110	52
0	22	1	176.5	78.5
0	23	1	61.75	68
0	24	1	81	175.5
0	25	1	53.333333333333336	125.66666666666667
0	26	1	129	107
0	27	1	66.66666666666667	88.66666666666667
0	28	1	27.25	155.5
0	29	1	156	95
1	1	2	19.983935742971887	19.995983935742988
1	2	2	20.028000000000006	94.944
1	3	2	19.89599999999999	169.98799999999994
1	4	2	94.96774193548384	20.01612903225806
1	5	2	95.01612903225806	95.0322580645161
1	6	2	94.99598393574296	170.0401606425703
1	7	2	169.97199999999992	19.876000000000005
1	8	2	170.07199999999997	95.03199999999998
1	9	2	169.94399999999996	169.9639999999999
1	10	1	82.33333333333333	124.66666666666667
1	11	1	112.33333333333333	166
1	12	1	106	90.5
1	13	1	40.909090909090914	49.45454545454545
1	14	1	107.16666666666666	110.33333333333334
1	15	1	64.66666666666667	90.66666666666667
1	16	1	19	84.5
1	17	1	171.33333333333334	155.66666666666666
1	18	1	33.5	139.5
1	19	1	166.71428571428572	159.85714285714286
1	20	1	41.333333333333336	112.66666666666667
1	21	1	110	52
1	22	1	176.5	78.5
1	23	1	61.111111111111114	68.22222222222223
1	24	1	81	175.5
1	25	1	52.5	126.25
1	26	1	129.5	107.5
1	27	1	67	88.5
1	28	1	27	155
1	29	1	156	95
2	1	2	19.983935742971887	19.995983935742988
2	2	2	20.036000000000012	94.94399999999997
2	3	2	19.89599999999999	169.98799999999994
2	4	2	94.96774193548384	20.01612903225806
2	5	2	94.99999999999997	94.99999999999997
2	6	2	94.98800000000004	170.07599999999996
2	7	2	169.97199999999992	19.876000000000005
2	8	2	170.108	95.06399999999994
2	9	2	169.94399999999996	169.9639999999999
2	10	1	82	124.33333333333334
2	11	1	112.9285714285714	166.28571428571428
2	12	1	105.66666666666667	90.5
2	13	1	40.82608695652174	49.521739130434774
2	14	1	107.28571428571429	110
2	15	1	64.5	90.25
2	16	1	19.272727272727273	84.72727272727275
2	17	1	171	155.4
2	18	1	33.75	140
2	19	1	166.90909090909093	159.27272727272728
2	20	1	40.333333333333336	112.77777777777777
2	21	1	109.5	52
2	22	1	176	78.33333333333333
2	23	1	61.04545454545455	68.27272727272727
2	24	1	81.25	174.5
2	25	1	51.92857142857143	125.85714285714285
2	26	1	130	107.6
2	27	1	67.16666666666667	88.83333333333333
2	28	1	27.272727272727273	155.0909090909091
2	29	1	156.33333333333334	94.33333333333333
3	1	2	20	19.999999999999996
3	2	2	20.04453441295546	95.04858299595143
3	3	2	19.89599999999999	169.98799999999994
3	4	2	94.99999999999997	19.999999999999996
3	5	2	94.99999999999997	94.99999999999997
3	6	2	94.98800000000004	170.07599999999996
3	7	2	169.97199999999992	19.876000000000005
3	8	2	170.108	95.06399999999994
3	9	2	169.94399999999996	169.9639999999999
3	10	1	81.9090909090909	123.36363636363636
3	11	1	112.76470588235291	166.58823529411765
3	12	1	105.6	90.33333333333334
3	13	1	40.84375000000001	49.87500000000001
3	14	1	107.09090909090908	109.45454545454545
3	15	1	65	90.28571428571429
3	16	1	19.19047619047619	84.28571428571428
3	17	1	170.99999999999997	155.57142857142856
3	18	1	33.77777777777778	140.33333333333334
3	19	1	166.28571428571428	159.42857142857142
3	20	1	39.8	113.06666666666665
3	21	1	109.5	52
3	22	1	176	78.16666666666667
3	23	1	60.89189189189189	67.81081081081079
3	24	1	81	174.33333333333331
3	25	1	53.03703703703704	125.29629629629629
3	26	1	128.89999999999998	107.60000000000001
3	27	1	67.22222222222223	89.11111111111111
3	28	1	26.750000000000004	154.70000000000002
3	29	1	156	94.25
4	1	2	20	19.999999999999996
4	2	2	20.032653061224476	95.11428571428574
4	3	2	19.89599999999999	169.98799999999994
4	4	2	94.99999999999997	19.999999999999996
4	5	2	94.99999999999997	94.99999999999997
4	6	2	94.98800000000004	170.07599999999996
4	7	2	169.97199999999992	19.876000000000005
4	8	2	170.108	95.06399999999994
4	9	2	169.95983935742962	169.99598393574297
4	10	1	81.64285714285717	123.5
4	11	1	112.7307692307692	166.30769230769226
4	12	1	105.84210526315789	90.31578947368422
4	13	1	41.1	49.21999999999999
4	14	1	106.84615384615385	109.38461538461539
4	15	1	64.92307692307692	89.53846153846153
4	16	1	19.32352941176471	83.9705882352941
4	17	1	170.76923076923077	155
4	18	1	33.72727272727273	140.27272727272728
4	19	1	166.88461538461544	159.0769230769231
4	20	1	39.57142857142857	113.33333333333334
4	21	1	109	52
4	22	1	175.66666666666666	78
4	23	1	61.06122448979594	67.57142857142858
4	24	1	80.88888888888887	174.7777777777778
4	25	1	53.3809523809524	125.2142857142857
4	26	1	129.26315789473682	107.63157894736841
4	27	1	67.21428571428574	89.49999999999999
4	28	1	26.653846153846153	154.0384615384615
4	29	1	156	94.6
5	1	2	20	19.999999999999996
5	2	2	20.01680672268908	95.34453781512607
5	3	2	19.89599999999999	169.98799999999994
5	4	2	94.99999999999997	19.999999999999996
5	5	2	94.99999999999997	94.99999999999997
5	6	2	94.98800000000004	170.07599999999996
5	7	2	169.97199999999992	19.876000000000005
5	8	2	170.108	95.06399999999994
5	9	2	169.9357429718876	170.03212851405618
5	10	1	81.46428571428572	123.03571428571426
5	11	1	112.38235294117646	166.08823529411762
5	12	1	105.78124999999999	90.37499999999999
5	13	1	41.21538461538461	49.0923076923077
5	14	1	107.57692307692311	109.15384615384615
5	15	1	64.93333333333332	89.73333333333333
5	16	1	19.555555555555554	84.35185185185186
5	17	1	170.66666666666663	154.5
5	18	1	33.5	140.25
5	19	1	166.57894736842104	159.26315789473688
5	20	1	39.828571428571436	113.22857142857146
5	21	1	109	52
5	22	1	175.83333333333334	78.25000000000001
5	23	1	60.67142857142855	67.67142857142856
5	24	1	80.48	174.8
5	25	1	53.22580645161289	124.95161290322582
5	26	1	129.33333333333331	107.63333333333333
5	27	1	67.78260869565219	89.08695652173913
5	28	1	26.244444444444447	152.95555555555552
5	29	1	155.875	95
6	1	2	20	19.999999999999996
6	2	2	20.07264957264956	95.47435897435895
6	3	2	19.89599999999999	169.98799999999994
6	4	2	94.99999999999997	19.999999999999996
6	5	2	94.96774193548384	95.00806451612902
6	6	2	94.98800000000004	170.07599999999996
6	7	2	169.97199999999992	19.876000000000005
6	8	2	170.108	95.06399999999994
6	9	2	169.9395161290321	170.1532258064516
6	10	1	81.24324324324323	122.94594594594597
6	11	1	112.17999999999999	166.07999999999998
6	12	1	105.56818181818181	90.20454545454545
6	13	1	41.53260869565218	49.413043478260875
6	14	1	107.28571428571428	109.28571428571428
6	15	1	64.81818181818181	90
6	16	1	19.272727272727273	84.16666666666667
6	17	1	169.99999999999997	154.46666666666667
6	18	1	33.8888888888889	141.03703703703707
6	19	1	166.50000000000003	159.58
6	20	1	39.54716981132076	113.52830188679245
6	21	1	108.75	51.75
6	22	1	175.94736842105263	78.84210526315792
6	23	1	60.5054945054945	67.6043956043956
6	24	1	80.51851851851856	174.55555555555557
6	25	1	53.44578313253014	125.08433734939759
6	26	1	129.58928571428572	107.82142857142858
6	27	1	67.96428571428571	89.64285714285714
6	28	1	26.145454545454548	152.5454545454545
6	29	1	156.08333333333334	95.00000000000001
7	1	2	20	19.999999999999996
7	2	2	20.008620689655178	95.551724137931
7	3	2	19.89599999999999	169.98799999999994
7	4	2	94.99999999999997	19.999999999999996
7	5	2	94.86938775510201	95.04081632653059
7	6	2	94.98800000000004	170.07599999999996
7	7	2	169.97199999999992	19.876000000000005
7	8	2	170.108	95.06399999999994
7	9	2	169.99591836734683	170.23265306122465
7	10	1	81.00000000000001	122.87234042553187
7	11	1	111.95714285714287	165.98571428571427
7	12	1	105.45312500000004	90.17187500000003
7	13	1	41.439655172413815	49.24137931034482
7	14	1	107.32558139534882	108.9767441860465
7	15	1	64.81250000000003	89.99999999999999
7	16	1	19.46987951807229	84.19277108433737
7	17	1	169.5	154.57499999999996
7	18	1	34.05882352941176	141.2352941176471
7	19	1	166.53333333333333	159.88333333333335
7	20	1	39.45569620253165	113.69620253164553
7	21	1	108.90909090909092	52.72727272727273
7	22	1	175.78124999999997	79.0625
7	23	1	61.008196721311506	67.08196721311471
7	24	1	80.23913043478261	174.02173913043475
7	25	1	53.55555555555554	125.16161616161621
7	26	1	129.36	107.96
7	27	1	67.83870967741932	89.64516129032258
7	28	1	26.146666666666665	152.2533333333333
7	29	1	156.1052631578947	95.63157894736842
8	1	2	20	19.999999999999996
8	2	2	19.978260869565222	95.61304347826092
8	3	2	19.89599999999999	169.98799999999994
8	4	2	94.99999999999997	19.999999999999996
8	5	2	94.81481481481477	95.08641975308639
8	6	2	94.98800000000004	170.07599999999996
8	7	2	169.97199999999992	19.876000000000005
8	8	2	170.108	95.06399999999994
8	9	2	170.03292181069963	170.27983539094654
8	10	1	81.17460317460316	122.77777777777777
8	11	1	111.42553191489363	166.32978723404258
8	12	1	105.58441558441564	90.1168831168831
8	13	1	41.205298013245056	48.9271523178808
8	14	1	107.03571428571429	109.07142857142858
8	15	1	64.94999999999999	89.87499999999999
8	16	1	19.5	83.77
8	17	1	169.72222222222223	154.29629629629633
8	18	1	33.78260869565217	141.17391304347828
8	19	1	166.48749999999995	159.925
8	20	1	39.16831683168317	114.22772277227723
8	21	1	108.39999999999999	53.45
8	22	1	175.68888888888893	78.82222222222222
8	23	1	61.04605263157896	67.12499999999997
8	24	1	80.03389830508476	173.8813559322035
8	25	1	53.56249999999999	125.1953125
8	26	1	129.13541666666663	107.90625
8	27	1	68.04878048780488	89.97560975609755
8	28	1	26.373737373737374	152.2929292929294
8	29	1	156.00000000000003	95.5
9	1	2	20	19.999999999999996
9	2	2	19.987012987012996	95.58441558441555
9	3	2	19.89599999999999	169.98799999999994
9	4	2	94.99999999999997	19.999999999999996
9	5	2	94.74688796680493	95.08298755186718
9	6	2	94.98800000000004	170.07599999999996
9	7	2	169.97199999999992	19.876000000000005
9	8	2	170.108	95.06399999999994
9	9	2	170.03361344537817	170.44117647058832
9	10	1	81.21794871794872	122.76923076923079
9	11	1	111.50862068965523	166.25
9	12	1	105.52127659574471	90.17021276595744
9	13	1	40.96842105263155	48.394736842105246
9	14	1	106.62857142857143	109
9	15	1	65.20000000000002	89.18
9	16	1	19.21875	82.78906250000001
9	17	1	170.30985915492957	153.98591549295782
9	18	1	33.95081967213115	140.96721311475403
9	19	1	166.4	159.78947368421058
9	20	1	38.95522388059701	114.23880597014927
9	21	1	108.15625	53.8125
9	22	1	175.63076923076923	78.15384615384615
9	23	1	61.011173184357546	67.1508379888268
9	24	1	79.46835443037976	174.05063291139234
9	25	1	53.79874213836477	125.26415094339623
9	26	1	129.00862068965517	107.87068965517241
9	27	1	68.16326530612241	90.28571428571429
9	28	1	26.16	152.1199999999999
9	29	1	155.3863636363636	95.04545454545456
10	1	2	20	19.999999999999996
10	2	2	19.987012987012996	95.58441558441555
10	3	2	19.81526104417669	170.04819277108416
10	4	2	94.99999999999997	19.999999999999996
10	5	2	94.74688796680493	95.08298755186718
10	6	2	94.95582329317273	170.0883534136546
10	7	2	169.97199999999992	19.876000000000005
10	8	2	170.108	95.06399999999994
10	9	2	170.13304721030042	170.55364806866945
10	10	1	81.58407079646018	123.16814159292036
10	11	1	111.42657342657344	166.48251748251752
10	12	1	105.48648648648647	90.009009009009
10	13	1	40.64016736401674	47.62343096234309
10	14	1	106.70238095238095	108.84523809523809
10	15	1	65.34426229508196	89.60655737704916
10	16	1	19.16875	82.45625000000003
10	17	1	170.65591397849462	153.67741935483866
10	18	1	33.435897435897445	140.97435897435903
10	19	1	166.2100840336134	159.84033613445385
10	20	1	39.21472392638041	114.36196319018403
10	21	1	108.18181818181817	53.818181818181834
10	22	1	175.59340659340666	78.23076923076923
10	23	1	60.906103286385	67.20187793427229
10	24	1	79.265306122449	174.02040816326522
10	25	1	53.65641025641026	125.04615384615384
10	26	1	129.07194244604315	107.89928057553956
10	27	1	68.39655172413792	90.25862068965517
10	28	1	26.27672955974843	152.5534591194969
10	29	1	155.34374999999991	95.20312500000001
11	1	2	20	19.999999999999996
11	2	2	19.999999999999996	95.65065502183407
11	3	2	19.794354838709676	170.07258064516117
11	4	2	94.99999999999997	19.999999999999996
11	5	2	94.6861924686192	95.11297071129707
11	6	2	94.84738955823292	170.15261044176702
11	7	2	169.97199999999992	19.876000000000005
11	8	2	170.108	95.06399999999994
11	9	2	170.14782608695654	170.6608695652173
11	10	1	81.58333333333333	123.28472222222224
11	11	1	111.39204545454548	166.73863636363643
11	12	1	105.38636363636364	89.93939393939397
11	13	1	40.477031802120145	47.46289752650178
11	14	1	107.11428571428571	108.88571428571427
11	15	1	65.36486486486488	89.2702702702703
11	16	1	19.015625000000007	82.52604166666669
11	17	1	171.05405405405406	153.54954954954954
11	18	1	33.638095238095225	140.53333333333333
11	19	1	166.27131782945725	159.68992248062014
11	20	1	38.85427135678392	114.4974874371859
11	21	1	108.35937499999997	53.890625
11	22	1	175.86238532110087	77.99082568807341
11	23	1	61.31439393939393	67.43939393939392
11	24	1	79.12903225806456	174.02419354838705
11	25	1	53.6666666666667	125.25777777777778
11	26	1	128.99418604651163	107.87790697674423
11	27	1	68.06849315068496	90.53424657534242
11	28	1	26.29189189189189	152.77297297297304
11	29	1	155.71590909090904	95.09090909090911
12	1	2	20	19.999999999999996
12	2	2	19.973684210526308	95.67982456140345
12	3	2	19.7172131147541	170.20901639344243
12	4	2	94.99999999999997	19.999999999999996
12	5	2	94.59574468085101	95.2042553191489
12	6	2	94.88211382113819	170.1788617886178
12	7	2	169.97199999999992	19.876000000000005
12	8	2	170.14056224899602	95.07630522088357
12	9	2	170.14782608695654	170.6608695652173
12	10	1	81.13812154696134	123.02209944751382
12	11	1	111.34134615384619	166.76923076923077
12	12	1	104.85889570552143	89.77300613496935
12	13	1	40.477341389728075	47.697885196374635
12	14	1	107.20312500000001	108.72656250000001
