0	1	2	19.94799999999999	20.016
0	2	2	20.052208835341368	95.00401606425703
0	3	2	20.00400000000001	170.0520000000001
0	4	2	95.03225806451616	20.016129032258064
0	5	2	94.99999999999996	94.964
0	6	2	94.96400000000003	169.90400000000002
0	7	2	169.97999999999996	20.104
0	8	2	169.90400000000005	95.03599999999993
0	9	2	170.05199999999994	169.98400000000012
0	10	1	34.5	73
0	11	1	21.2	128.2
0	12	1	164	114
0	13	1	161	40
0	14	1	53	145
0	15	1	149	162
0	16	1	85.66666666666667	103.33333333333333
0	17	1	153	70
0	18	1	98.8	62
0	19	1	50	125.75
0	20	1	57	147
0	21	1	116	71.5
0	22	1	29.5	59.5
0	23	1	22	83.5
0	24	1	51	86.5
0	25	1	146	25
0	26	1	124	179
0	27	1	177	74
0	28	1	69	86
0	29	1	138	96
1	1	2	20.019999999999996	20.104000000000013
1	2	2	20.056000000000015	94.96800000000002
1	3	2	20.00400000000001	170.0520000000001
1	4	2	95.03225806451616	20.016129032258064
1	5	2	94.99999999999996	94.964
1	6	2	94.92771084337352	169.90361445783134
1	7	2	169.97999999999996	20.104
1	8	2	169.90400000000005	95.03599999999993
1	9	2	170.08800000000002	170.01600000000008
1	10	1	34.5	72.16666666666667
1	11	1	21.625	128.125
1	12	1	164.5	114
1	13	1	161.2	39.6
1	14	1	53.5	145.5
1	15	1	148.66666666666666	162
1	16	1	85.5	103.75
1	17	1	153.5	69.25
1	18	1	98.625	62.375
1	19	1	50.44444444444444	125.55555555555556
1	20	1	57	147
1	21	1	115.85714285714285	71
1	22	1	29.666666666666668	59
1	23	1	22	83.5
1	24	1	50.5	86.25
1	25	1	146.5	26
1	26	1	125	179.33333333333331
1	27	1	177	74
1	28	1	68.85714285714286	83.57142857142857
1	29	1	137.5	96.5
2	1	2	20.019999999999996	20.104000000000013
2	2	2	20.056000000000015	94.96800000000002
2	3	2	20.040000000000003	170.01199999999986
2	4	2	95.03225806451616	20.016129032258064
2	5	2	94.99999999999997	94.99999999999997
2	6	2	94.96356275303643	169.93927125506082
2	7	2	169.97999999999996	20.104
2	8	2	169.93548387096772	95.06451612903227
2	9	2	170.08800000000002	170.01600000000008
2	10	1	34.54545454545455	72
2	11	1	21.53333333333334	127.66666666666667
2	12	1	164.5	114
2	13	1	161.22222222222223	39.77777777777778
2	14	1	54.5	145.83333333333334
2	15	1	149.4	161.6
2	16	1	85	103.66666666666666
2	17	1	153.5	69.25
2	18	1	98.6923076923077	62.92307692307693
2	19	1	50.2	125.6
2	20	1	56.55555555555556	147.66666666666666
2	21	1	116	71.83333333333331
2	22	1	28.583333333333332	59
2	23	1	21.6	84
2	24	1	50.4	86.6
2	25	1	146.5	26
2	26	1	125.3	179.1
2	27	1	177.5	73.5
2	28	1	69	83.76923076923076
2	29	1	136.72727272727272	97
3	1	2	20.019999999999996	20.104000000000013
3	2	2	20.056000000000015	94.96800000000002
3	3	2	20.040000000000003	170.01199999999986
3	4	2	94.99999999999997	19.999999999999996
3	5	2	94.99999999999997	94.99999999999997
3	6	2	94.98387096774192	169.9677419354839
3	7	2	169.97999999999996	20.104
3	8	2	169.99999999999994	94.99999999999997
3	9	2	170.10400000000004	170.01200000000003
3	10	1	33.8695652173913	71.78260869565217
3	11	1	21.444444444444443	127.33333333333333
3	12	1	165	114.33333333333333
3	13	1	161.66666666666663	38.6
3	14	1	54.54545454545455	146.27272727272728
3	15	1	149.05882352941174	162.23529411764707
3	16	1	84.81818181818181	103.36363636363636
3	17	1	153.375	69
3	18	1	98.66666666666669	63.111111111111114
3	19	1	50.4	126.15
3	20	1	55.75	147.58333333333331
3	21	1	116.02564102564104	71.82051282051285
3	22	1	28.925925925925927	58.92592592592592
3	23	1	21.857142857142858	83.71428571428571
3	24	1	50	86.66666666666667
3	25	1	147	26.5
3	26	1	125.14285714285714	179.42857142857144
3	27	1	177.5	73.625
3	28	1	68.80000000000003	84.25
3	29	1	136.3157894736842	97.15789473684212
4	1	2	20.019999999999996	20.104000000000013
4	2	2	20.06000000000001	95.03999999999999
4	3	2	20.040000000000003	170.01199999999986
4	4	2	94.99999999999997	19.999999999999996
4	5	2	94.99999999999997	94.99999999999997
4	6	2	94.99999999999997	169.99999999999991
4	7	2	169.97999999999996	20.104
4	8	2	169.99999999999994	94.99999999999997
4	9	2	170.10400000000004	170.01200000000003
4	10	1	33.742857142857154	71.4857142857143
4	11	1	21.33333333333333	127.11111111111111
4	12	1	166	114.4
4	13	1	161.80769230769232	37.923076923076934
4	14	1	54.20000000000001	146.86666666666667
4	15	1	149.08333333333334	162.62500000000003
4	16	1	84.875	103.37500000000003
4	17	1	152.79999999999998	69.26666666666667
4	18	1	98.31818181818183	62.909090909090914
4	19	1	50.35714285714286	126.64285714285714
4	20	1	55.888888888888886	147.61111111111114
4	21	1	116.05263157894734	71.70175438596492
4	22	1	28.72093023255814	59.00000000000001
4	23	1	22.388888888888886	84.22222222222223
4	24	1	50.05555555555555	86.1111111111111
4	25	1	147.0769230769231	26.615384615384617
4	26	1	124.92000000000002	179.08
4	27	1	177.41666666666666	74
4	28	1	68.38235294117648	84.44117647058823
4	29	1	136.25000000000003	96.75000000000001
5	1	2	20.019999999999996	20.104000000000013
